agents, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
expectation, 4.003320, 7.603100, 11.698480, 16.188320, 20.965820, 25.953480, 31.301081, 36.661282, 42.257381, 48.045341, 53.951641, 59.840420, 66.010323, 72.187920, 78.505836, 84.931580, 91.399117, 97.939240, 104.822121, 111.542297, 118.256401, 125.044899, 132.297760, 139.151184, 146.181335, 153.570557, 160.430618, 167.633743, 175.048294, 182.082397, 189.897446, 197.172180, 204.612106, 212.021606, 219.662292, 227.277100, 234.861618, 242.494339, 250.437378, 258.039398, 266.015717, 273.585266, 281.770813, 289.625488, 297.304382, 305.365509, 313.130646, 321.393738, 
