agents, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
expectation, 3.000000, 5.223980, 7.755060, 10.490480, 13.432780, 16.521561, 19.724920, 23.069941, 26.499060, 30.057301, 33.700520, 37.360161, 41.119720, 44.951118, 48.828999, 52.737141, 56.781460, 60.837841, 64.941460, 69.035683, 73.244698, 77.456619, 81.700317, 86.041344, 90.361359, 94.715477, 99.105621, 103.516502, 108.021881, 112.475082, 116.941521, 121.567703, 126.094223, 130.660553, 135.304977, 139.934113, 144.571793, 149.288864, 153.967575, 158.684494, 163.469498, 168.230804, 172.958176, 177.884659, 182.620834, 187.484573, 192.289703, 197.067184, 
