agents, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
expectation, 3.000000, 5.421260, 8.546360, 12.234720, 16.384300, 20.937620, 25.749559, 30.907240, 36.261681, 41.733479, 47.424179, 53.133759, 59.095638, 65.244301, 71.318497, 77.638557, 83.904160, 90.351479, 96.928139, 103.643883, 110.212563, 116.923157, 123.701279, 130.789322, 137.711578, 144.681534, 151.903778, 158.832779, 166.055801, 173.446259, 180.565536, 188.038040, 195.357483, 203.053482, 210.163406, 217.838242, 225.447433, 232.810501, 240.890518, 248.448334, 256.088165, 263.742004, 271.672852, 279.516968, 287.180542, 295.276886, 302.932617, 311.200470, 
