agents, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
expectation, 3.000000, 5.400880, 8.503240, 12.136560, 16.208981, 20.636440, 25.382080, 30.341761, 35.492321, 40.833160, 46.332260, 51.984402, 57.877399, 63.625938, 69.675438, 75.845016, 82.050743, 88.436218, 94.707382, 101.289940, 107.890358, 114.613060, 121.277840, 128.129517, 135.053421, 141.864059, 148.858658, 155.818344, 163.243835, 170.179276, 177.375275, 184.745346, 192.039597, 199.388016, 206.870132, 214.200058, 221.781738, 229.229019, 236.947372, 244.403305, 251.971039, 259.871063, 267.712250, 275.430725, 283.580811, 291.189972, 299.097778, 306.692291, 
