agents, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 
expectation, 3.000000, 5.260520, 7.860080, 10.715460, 13.776900, 16.997959, 20.409060, 23.915421, 27.577999, 31.338060, 35.181320, 39.130058, 43.151039, 47.270039, 51.473061, 55.691078, 59.982960, 64.393700, 68.862579, 73.286583, 77.828140, 82.426620, 87.060822, 91.705460, 96.457642, 101.153938, 105.947800, 110.742577, 115.650620, 120.498199, 125.478897, 130.442673, 135.453156, 140.434113, 145.542267, 150.588242, 155.681000, 160.832413, 166.083374, 171.194595, 176.419403, 181.639114, 186.868378, 192.145386, 197.493301, 202.867340, 208.228897, 213.475616, 
